1,JLPT4,それ,それ,sore,"that, that one",Pronoun
445,JLPT1,導入,どうにゅう,dounyuu,introduction,Verbal Noun
446,JLPT3,生活,せいかつ,seikatsu,"life, living",Verbal Noun
447,JLPT2,進める,すすめる,susumeru,"advance, promote",Verb
448,JLPT3,関係,かんけい,kankei,"relation, relationship",Verbal Noun
449,JLPT3,続ける,つづける,tszukeru,"continue, keep up",Verb
450,JLPT0,ロボット,ロボット,robotto,robot,Noun
451,JLPT3,ほとんど,ほとんど,hotondo,"almost, hardly",Adverb
452,JLPT0,国内,こくない,kokunai,"domestic, internal",Noun
453,JLPT2,分野,ぶんや,bunya,"field, sphere",Noun
454,JLPT4,会社,かいしゃ,kaisha,"company, corporation",Noun
455,JLPT2,関する,かんする,kansuru,"concern, relate to",Verb
456,JLPT2,状態,じょうたい,joutai,"state, appearance",Noun
457,JLPT2,大統領,だいとうりょう,daitouryou,president (of a country),Noun
458,JLPT2,対象,たいしょう,taishou,"target, object",Noun
459,JLPT2,処理,しょり,shori,"management, process",Verbal Noun
460,JLPT3,女性,じょせい,jyosei,"woman, female",Noun
461,JLPT4,家,いえ,ie,"house, home",Noun
462,JLPT0,パソコン,パソコン,pasokon,personal computer,Noun
463,JLPT2,解決,かいけつ,kaiketsu,"solution, settlement",Verbal Noun
464,JLPT2,実現,じつげん,jitsugen,"implementation, realization",Verbal Noun
465,JLPT0,多く,おおく,ooku,"much, largely",Adverb
466,JLPT1,動き,うごき,ugoki,"movement, motion",Noun
467,JLPT4,話,はなし,hanashi,"talk, story",Noun
468,JLPT2,価格,かかく,kakaku,"price, cost",Noun
469,JLPT0,上がる,あがる,ogaru,"go up, rise",Verb
470,JLPT4,もう,もう,mou,"another, again",Adverb
471,JLPT3,集める,あつめる,artsumeru,"collect, gather",Verb
472,JLPT4,声,こえ,koe,"voice, sound",Noun
473,JLPT4,初めて,はじめて,hajimete,for the first time,Adverb
474,JLPT2,明らか,あきらか,okiraka,"clear, obvious",Adjective
475,JLPT0,一部,いちぶ,ichibu,part,Noun
476,JLPT2,調査,ちょうさ,chouusa,"investigation, inquiry",Verbal Noun
477,JLPT2,党,とう,tou,political party,Noun
478,JLPT3,変わる,かわる,kaoru,change,Verb
479,JLPT3,社長,しゃちょう,shachou,president (of a company),Noun
480,JLPT2,全国,ぜんこく,zenkoku,the whole country,Noun
481,JLPT2,地域,ちいき,chiki,"region, area",Noun
482,JLPT2,重要,じゅうよう,juuyou,"important, essential",Adjectival Noun
483,JLPT2,姿,すがた,sugata,"figure, appearance",Noun
484,JLPT2,先ず,まず,mazu,first,Adverb
485,JLPT0,昭和,しょうわ,shouwa,Showa era,Noun
486,JLPT3,社会,しゃかい,shakai,society,Noun
487,JLPT2,プログラム,プログラム,poroguramu,program,Noun
488,JLPT2,期待,きたい,kitai,"expectation, anticipation",Verbal Noun
489,JLPT3,力,ちから,chikara,"strength, power",Noun
490,JLPT2,除く,のぞく,nozoku,"rid of, exclude",Verb
491,JLPT2,一般,いっぱん,ibban,"general, common",Noun
492,JLPT2,今回,こんかい,konkai,this time,Noun
493,JLPT2,普及,ふきゅう,fukiyuu,"diffusion, spread",Verbal Noun
494,JLPT2,表現,ひょうげん,hyougen,expression,Verbal Noun
495,JLPT2,作業,さぎょう,sagyou,"work, operation",Verbal Noun
496,JLPT3,予定,よてい,yotei,"schedule, plan",Verbal Noun
497,JLPT3,工場,こうじょう,koujyou,"factory, plant",Noun
498,JLPT4,よく,よく,yoku,well,Adverb
499,JLPT2,生産,せいさん,seisan,production,Verbal Noun
500,JLPT1,政権,せいけん,seiken,political power,Noun
501,JLPT3,技術,ぎじゅつ,gijutsu,"skill, technology",Noun
502,JLPT0,まま,まま,mama,"as is, still (in the current state)",Noun
503,JLPT2,完成,かんせい,kansei,"completion, finish",Verbal Noun
504,JLPT2,変化,へんか,henka,change,Verbal Noun
505,JLPT2,存在,そんざい,sonzai,"existence, being",Verbal Noun
506,JLPT2,参加,さんか,sanka,participation,Verbal Noun
507,JLPT4,テレビ,テレビ,terebi,television,Noun
508,JLPT2,土地,とち,tochi,land,Noun
509,JLPT2,減る,へる,heru,"decrease, diminish",Verb
510,JLPT2,検討,けんとう,kentou,"consideration, inspection",Verbal Noun
511,JLPT3,政治,せいじ,seiji,politics,Noun
512,JLPT2,実施,じっし,sisshi,"enforcement, implementation",Verbal Noun
513,JLPT2,開始,かいし,kaishi,beginning,Verbal Noun
514,JLPT2,備える,そなえる,sonaeru,"provide for, furnish",Verb
515,JLPT2,輸入,ゆにゅう,yunuu,import,Verbal Noun
516,JLPT0,最大,さいだい,saidai,"biggest, largest",Noun
517,JLPT3,競争,きょうそう,kyousou,competition,Verbal Noun
518,JLPT2,部分,ぶぶん,fufun,"part, section",Noun
519,JLPT4,消える,きえる,kieru,"be extinguished, disappear",Verb
520,JLPT4,家族,かぞく,kazoku,"family, household",Noun
521,JLPT2,内容,ないよう,naiyou,contents,Noun
522,JLPT3,比べる,くらべる,kuraberu,"compare, contrast",Verb
523,JLPT4,生まれる,うまれる,umareru,"be born, come into existence",Verb
524,JLPT2,与える,あたえる,ataeru,give,Verb
525,JLPT1,選挙,せんきょ,senkyo,election,Verbal Noun
526,JLPT2,対立,たいりつ,tairitsu,"opposition, antagonism",Verbal Noun
527,JLPT3,理由,りゆう,riyuu,"reason, cause",Noun
528,JLPT2,構成,こうせい,kousei,organization,Verbal Noun
529,JLPT2,管理,かんり,kanri,"management, administration",Verbal Noun
530,JLPT2,増加,ぞうか,zouka,"increase, gain",Verbal Noun
531,JLPT1,改革,かいかく,kaikaku,reform,Verbal Noun
532,JLPT1,会談,かいだん,kaidan,"conversation, meeting",Verbal Noun
533,JLPT0,会長,かいちょう,kaichou,"president, chairperson",Noun
534,JLPT1,ソフト,ソフト,sofuto,"software, programme",Noun
535,JLPT1,提供,ていきょう,teikyou,"offer, provide",Verbal Noun
536,JLPT2,ただ,ただ,tada,free,Noun
537,JLPT2,これら,これら,korera,these,Noun
538,JLPT2,広がる,ひろがる,hirogaru,"spread out, reach",Verb
539,JLPT2,特徴,とくちょう,tokuchou,"distinctive feature, characteristic",Noun
540,JLPT3,調べる,しらべる,shiraberu,"investigate, check",Verb
541,JLPT2,強調,きょうちょう,kyouchou,"emphasis, stress",Verbal Noun
542,JLPT2,制度,せいど,seido,"system, organization",Noun
543,JLPT2,方針,ほうしん,houshin,"course, policy",Noun
544,JLPT1,従来,じゅうらい,juurai,"former, old",Noun
545,JLPT2,いずれ,いずれ,izure,"eventually, sometime",Adverb
546,JLPT3,事故,じこ,jiko,"accident, incident",Noun
547,JLPT4,電話,でんわ,denwa,"telephone, phone call",Verbal Noun
548,JLPT4,外国,がいこく,gaikoku,foreign country,Noun
549,JLPT2,目的,もくてき,mokuteki,"object, purpose",Noun
550,JLPT3,自由,じゆう,jiyuu,freedom,Adjectival Noun
551,JLPT1,資金,しきん,shikin,"funds, capital",Noun
552,JLPT4,銀行,ぎんこう,ginkou,bank,Noun
553,JLPT2,事実,じじつ,jijitsu,"fact, truth",Noun
554,JLPT2,決定,けってい,kettei,"decision, settlement",Verbal Noun
555,JLPT2,方向,ほうこう,houkou,"direction, course",Noun
556,JLPT2,住宅,じゅうたく,juutaku,"housing, residence",Noun
557,JLPT2,代表,だいひょう,daihyou,representative,Verbal Noun
558,JLPT2,激しい,はげしい,hageshi,"violent, intense",Adjective
559,JLPT2,株,かぶ,kabu,"stocks, shares",Noun
560,JLPT1,交渉,こうしょう,koushou,"negotiation, bargaining",Verbal Noun
561,JLPT2,結果,けっか,kekka,"result, outcome",Noun
562,JLPT2,全体,ぜんたい,zentai,"whole, total",Noun
563,JLPT2,後,のち,nochi,"after, afterwards",Noun
564,JLPT2,命令,めいれい,meirei,"command, order",Verbal Noun
565,JLPT3,十分,じゅうぶん,juubun,"full, plentiful",Adjectival Noun
566,JLPT4,あまり,あまり,amari,(not) much,Adverb
567,JLPT2,経営,けいえい,keiei,"management, operation",Verbal Noun
568,JLPT3,原因,げんいん,genin,"cause, origin",Noun
569,JLPT4,写真,しゃしん,shashin,photograph,Noun
570,JLPT2,立場,たちば,tachiba,"standpoint, position",Noun
571,JLPT2,対策,たいさく,taisaku,"measure, action",Noun
572,JLPT2,繰り返す,くりかえす,kurikaesu,repeat,Verb
573,JLPT2,評価,ひょうか,hyouka,"evaluation, appraisal",Verbal Noun
574,JLPT2,なお,なお,naoru,"still, in addition",Adverb
575,JLPT2,計算,けいさん,keisan,calculation,Verbal Noun
576,JLPT1,投資,とうし,toushi,investment,Verbal Noun
577,JLPT2,可能,かのう,kanou,"possible, potential",Adjectival Noun
578,JLPT2,加える,くわえる,kuwaeru,"add, include",Verb
579,JLPT2,種類,しゅるい,shurui,"kind, species",Noun
580,JLPT2,強化,きょうか,kyouka,strengthening,Verbal Noun
581,JLPT3,意見,いけん,iken,opinion,Noun
582,JLPT1,伴う,ともなう,tomonau,"accompany, go with",Verb
583,JLPT4,新聞,しんぶん,shinbun,newspaper,Noun
584,JLPT2,文章,ぶんしょう,bunshou,"writing, prose",Noun
585,JLPT2,目立つ,めだつ,medatsu,"stand out, be conspicuous",Verb
586,JLPT2,設計,せっけい,sekkei,"design, plan",Verbal Noun
587,JLPT2,構造,こうぞう,kouzou,"construction, structure",Noun
588,JLPT2,国会,こっかい,kokkai,"National Diet, parliament",Noun
589,JLPT2,ほぼ,ほぼ,hobo,"almost, nearly",Adverb
590,JLPT2,相手,あいて,aite,opponent,Noun
591,JLPT1,発生,はっせい,hassei,"occurrence, happening",Verbal Noun
592,JLPT1,採用,さいよう,saiyou,employment,Verbal Noun
593,JLPT3,残る,のこる,nokoru,"remain, be left over",Verb
594,JLPT2,段階,だんかい,dankai,stage,Noun
595,JLPT2,報告,ほうこく,houkoku,report,Verbal Noun
596,JLPT2,商品,しょうひん,shouhin,"goods, commodities",Noun
597,JLPT2,都市,とし,toshi,"cities, urban community",Noun
598,JLPT4,病院,びょういん,byouin,hospital,Noun
599,JLPT1,規模,きぼ,kibo,"scale, scope",Noun
600,JLPT1,業者,ぎょうしゃ,gyousha,businessman,Noun
601,JLPT3,経験,けいけん,keiken,experience,Verbal Noun
602,JLPT2,能力,のうりょく,nouryoku,"ability, capacity",Noun
603,JLPT3,最初,さいしょ,saisho,"first, outset",Noun
604,JLPT3,国際,こくさい,kokusai,international,Noun
605,JLPT2,議員,ぎいん,giin,legislator,Noun
606,JLPT2,記者,きしゃ,kisha,"journalist, reporter",Noun
607,JLPT2,場所,ばしょ,basho,"place, space",Noun
608,JLPT3,運動,うんどう,undou,"movement, exercise",Verbal Noun
609,JLPT2,サービス,サービス,saabisu,"service, on the house",Verbal Noun
610,JLPT0,集まる,あつまる,atsumaru,"gather, be collected",Verb
611,JLPT1,政策,せいさく,seisaku,"policy, political measures",Noun
612,JLPT4,車,くるま,kuruma,car,Noun
613,JLPT2,拡大,かくだい,kakudai,"magnification, enlargement",Verbal Noun
614,JLPT2,進む,すすむ,susumu,"advance, move forward",Verb
615,JLPT2,達する,たっする,tatsusuru,"attain, reach",Verb
616,JLPT3,会議,かいぎ,kaigi,"conference, meeting",Verbal Noun
617,JLPT2,装置,そうち,souchi,"equipment, device",Noun
618,JLPT2,主張,しゅちょう,shuchou,"insistence, assertion",Verbal Noun
619,JLPT2,記録,きろく,kiroku,"record, documentation",Verbal Noun
620,JLPT2,年度,ねんど,nendo,"year, school year",Noun
621,JLPT2,産業,さんぎょう,sangyou,industry,Noun
622,JLPT1,背景,はいけい,haikei,"background, scenery, setting",Noun
623,JLPT2,材料,ざいりょう,zairyou,"material, factor",Noun
624,JLPT2,要求,ようきゅう,youkuu,"requirement, demand",Verbal Noun
625,JLPT2,市民,しみん,shmin,"citizens, townsmen",Noun
626,JLPT2,世紀,せいき,seiki,century,Noun
627,JLPT1,大幅,おおはば,oohaba,"drastically, substantially",Adverb
628,JLPT1,加工,かこう,kakou,"processing, manufacturing",Verbal Noun
629,JLPT2,実行,じっこう,jikkou,"practice, execution",Verbal Noun
630,JLPT2,判断,はんだん,handan,"judgment, decision",Verbal Noun
631,JLPT2,組織,そしき,soshiki,"organization, constitution, tissue",Verbal Noun
632,JLPT3,輸出,ゆしゅつ,yushutsu,export,Verbal Noun
633,JLPT3,警察,けいさつ,keisatsu,police,Noun
634,JLPT3,伝える,つたえる,tsutaeru,"convey, transmit, hand down",Verb
635,JLPT0,公開,こうかい,koukai,opening (to the public),Verbal Noun
636,JLPT0,向かう,むかう,mukau,"face, confront, head toward",Verb
637,JLPT3,直す,なおす,naosu,"repair, cure, alter",Verb
638,JLPT0,具体的,ぐたいてき,gutaiteki,"concrete, specific",Adjectival Noun
639,JLPT2,願う,ねがう,negau,"wish, ask a favor, apply for",Verb
640,JLPT2,グループ,グループ,guruupu,group,Noun
641,JLPT2,個人,こじん,kojin,individual,Noun
642,JLPT2,基づく,もとづく,motozuku,be based on,Verb
643,JLPT2,全く,まったく,mattaku,"entirely, truly, indeed",Adverb
644,JLPT0,見方,みかた,mikata,"view, way of looking",Noun
645,JLPT2,姿勢,しせい,shisei,"posture, attitude",Noun
646,JLPT2,協力,きょうりょく,kyouryoku,"cooperation, collaboration",Verbal Noun
647,JLPT2,担当,たんとう,tantou,person in charge,Verbal Noun
648,JLPT2,提案,ていあん,teian,"proposition, proposal",Verbal Noun
649,JLPT3,最後,さいご,saigo,"last, final",Noun
650,JLPT2,招く,まねく,maneku,"invite, beckon, engage",Verb
651,JLPT4,ホテル,ホテル,hoteru,hotel,Noun
652,JLPT2,再び,ふたたび,futatabi,"again, a second time",Adverb
653,JLPT1,上昇,じょうしょう,jyoushou,"ascension, rising",Verbal Noun
654,JLPT3,機械,きかい,kikai,machine,Noun
655,JLPT2,注目,ちゅうもく,chuumoku,"attention, notice",Verbal Noun
656,JLPT2,過去,かこ,kakou,the past,Noun
657,JLPT2,作品,さくひん,sakuhin,"work of art, piece",Noun
658,JLPT2,直接,ちょくせつ,chokusetsu,directly,Adverb
659,JLPT2,批判,ひはん,hihan,"criticism, comment",Verbal Noun
660,JLPT3,文化,ぶんか,bunka,culture,Noun
661,JLPT1,施設,しせつ,shisetsu,"facilities, institution",Noun
662,JLPT2,成功,せいこう,seikou,success,Verbal Noun
663,JLPT2,実際,じっさい,jissai,"truth, actual state",Adverb
664,JLPT1,当然,とうぜん,touzen,"natural, as a matter of course",Adjectival Noun
665,JLPT2,年間,ねんかん,nenkan,period of one year,Noun
666,JLPT3,簡単,かんたん,kantan,"simple, easy",Adjectival Noun
667,JLPT2,迫る,せまる,semaru,"press, close in on, be imminent",Verb
668,JLPT0,まとめる,まとめる,matomeru,"gather together, put in order",Verb
669,JLPT2,占める,しめる,shimeru,"occupy, hold",Verb
670,JLPT2,残す,のこす,nokosu,"leave, reserve, leave undone",Verb
671,JLPT2,言語,げんご,gengo,"language, speech",Noun
672,JLPT3,教育,きょういく,kyouiku,education,Verbal Noun
673,JLPT2,他,た,ta,"others, other things",Noun
674,JLPT1,取引,とりひき,torihiki,"transaction, dealings",Verbal Noun
675,JLPT4,自動車,じどうしゃ,jidousha,automobile,Noun
676,JLPT3,反対,はんたい,hantai,"oppose, object",Verbal Noun
677,JLPT0,若者,わかもの,wakamono,"young person, youth",Noun
678,JLPT2,分,ぶん,bun,"amount, part, share",Noun
679,JLPT1,課題,かだい,kadai,"task, problem",Noun
680,JLPT1,通常,つうじょう,tsuujou,"common, ordinary",Noun
681,JLPT2,同様,どうよう,douyou,similar,Adjectival Noun
682,JLPT2,程度,ていど,teido,"degree, extent",Noun
683,JLPT2,当たる,あたる,ataru,"hit, strike",Verb
684,JLPT2,訴える,うったえる,uttaeru,sue,Verb
685,JLPT2,事情,じじょう,jijou,"circumstances, conditions",Noun
686,JLPT1,発言,はつげん,hatsugen,"utterance, speech",Verbal Noun
687,JLPT2,傾向,けいこう,keikou,"tendency, disposition",Noun
688,JLPT1,開催,かいさい,kaisai,"holding (of an event), opening",Verbal Noun
689,JLPT2,文字,もじ,moji,"character, letter",Noun
690,JLPT3,子,こ,ko,"child, kid",Noun
691,JLPT2,述べる,のべる,noberu,"state orally, expound, mention",Verb
692,JLPT2,活動,かつどう,katsudou,activity,Verbal Noun
693,JLPT2,期間,きかん,kikan,"term, period",Noun
694,JLPT2,一定,いってい,ittei,"constant, standard",Verbal Noun
695,JLPT2,住民,じゅうみん,juumin,"residents, dwellers",Noun
696,JLPT2,届く,とどく,todoku,"reach, be received",Verb
697,JLPT3,やはり,やはり,yahari,"as expected, also, still",Adverb
698,JLPT2,効果,こうか,koukai,"effect, result",Noun
699,JLPT2,状況,じょうきょう,jyoukyou,"state of affairs, conditions",Noun
700,JLPT2,確認,かくにん,kakunin,confirmation,Verbal Noun
701,JLPT2,位置,いち,ichi,"position, place",Verbal Noun
702,JLPT3,はっきり,はっきり,hakkri,clearly,Adverb
703,JLPT2,つまり,つまり,tsumari,"in short, basically",Adverb
704,JLPT2,通過,つうか,tsuuka,"passing, passage",Verbal Noun
705,JLPT3,深い,ふかい,fukai,"deep, profound, intimate",Adjective
706,JLPT2,候補,こうほ,kouho,"candidacy, candidate",Noun
707,JLPT2,選手,せんしゅ,senshu,representative athlete,Noun
708,JLPT3,音,おと,oto,"sound, noise",Noun
709,JLPT2,大会,たいかい,taikai,"mass meeting, tournament",Noun
710,JLPT2,基本,きほん,kihon,"basis, foundation",Noun
711,JLPT2,契約,けいやく,keiyaku,"contract, agreement",Verbal Noun
712,JLPT2,発見,はっけん,hakken,"discovery, revelation",Verbal Noun
713,JLPT2,当時,とうじ,touji,"at that time, at the present time",Noun
714,JLPT2,自宅,じたく,jitaku,"one's house, one's home",Noun
715,JLPT3,空気,くうき,kuuki,"air, atmosphere",Noun
716,JLPT1,設ける,もうける,moukeru,"set up, establish",Verb
717,JLPT3,歴史,れきし,rekishi,history,Noun
718,JLPT0,各国,かっこく,kakkoku,every country,Noun
719,JLPT3,特に,とくに,tokuni,"specially, particularly",Adverb
720,JLPT2,実験,じっけん,jikken,experiment,Verbal Noun
721,JLPT1,訪れる,おとずれる,otozureru,"visit, call on",Verb
722,JLPT4,建物,たてもの,tatemono,"building, structure",Noun
723,JLPT3,ビル,ビル,biru,building,Noun
724,JLPT3,彼ら,かれら,karera,they,Noun
725,JLPT2,少年,しょうねん,shounen,boy,Noun
726,JLPT0,諸国,しょこく,shokoku,various countries,Noun
727,JLPT4,もちろん,もちろん,mochiron,"of course, no doubt",Adverb
728,JLPT3,事務所,じむしょ,jimusho,"office, one's place of business",Noun
729,JLPT2,責任,せきにん,sekinin,"responsibility, liability",Noun
730,JLPT1,かつて,かつて,katsute,"once, formerly",Adverb
731,JLPT2,限る,かぎる,kagiru,be limited to,Verb
732,JLPT2,海外,かいがい,kaigai,"overseas, abroad",Noun
733,JLPT2,条件,じょうけん,jouken,"condition, item",Noun
734,JLPT2,家庭,かてい,katei,"home, family",Noun
735,JLPT2,教授,きょうじゅ,kyouju,professor,Noun
736,JLPT3,人口,じんこう,jinkou,population,Noun
737,JLPT4,海,うみ,umi,"sea, ocean",Noun
738,JLPT2,基準,きじゅん,kijun,"standard, criterion",Noun
739,JLPT2,攻撃,こうげき,kougeki,"attack, criticism",Verbal Noun
740,JLPT3,時代,じだい,jidai,"age, antiquity",Noun
741,JLPT2,時期,じき,jiki,"time, season",Noun
742,JLPT2,製造,せいぞう,seizou,"production, manufacture",Verbal Noun
743,JLPT0,大型,おおがた,oogata,"large, large scale",Noun
744,JLPT2,周辺,しゅうへん,shuuhen,"environs, circumference",Noun
745,JLPT2,異なる,ことなる,kotonaru,differ,Verb
746,JLPT2,逮捕,たいほ,taiho,"arrest, capture",Verbal Noun
747,JLPT2,関連,かんれん,kanren,"connection, relation",Verbal Noun
748,JLPT3,貿易,ぼうえき,boueki,"trade, commerce",Verbal Noun
749,JLPT0,社員,しゃいん,shain,"staff member, employee",Noun
750,JLPT1,結合,けつごう,ketsugou,"combination, joining",Verbal Noun
751,JLPT2,自然,しぜん,shizen,nature,Noun
752,JLPT4,スポーツ,スポーツ,supootsu,sport,Noun
753,JLPT2,患者,かんじゃ,kanjya,patient,Noun
754,JLPT3,なぜ,なぜ,naze,"why, for what reason",Adverb
755,JLPT4,映画,えいが,eiga,movie,Noun
756,JLPT4,並ぶ,ならぶ,narabu,"line up, be parallel",Verb
757,JLPT4,生徒,せいと,seito,"pupil, student",Noun
758,JLPT2,そのまま,そのまま,sonomama,"like that, unchanged",Adverb
759,JLPT3,今度,こんど,kondo,"this time, next time",Noun
760,JLPT2,分ける,わける,okeru,"divide into parts, sort, share",Verb
761,JLPT3,運ぶ,はこぶ,hakobu,"carry, transport",Verb
762,JLPT3,複雑,ふくざつ,fukuzatsu,"complicated, intricate",Adjectival Noun
763,JLPT3,回る,まわる,mawaru,"turn round, go round, detour",Verb
764,JLPT3,高校,こうこう,koukou,high school,Noun
765,JLPT2,工事,こうじ,kouji,construction,Verbal Noun
766,JLPT4,毎日,まいにち,mainichi,every day,Noun
767,JLPT0,帰国,きこく,kikoku,return to one's country,Verbal Noun
768,JLPT4,雨,あめ,ame,rain,Noun
769,JLPT2,経つ,たつ,tatsusuru,"pass, elapse",Verb
770,JLPT4,花,はな,hana,flower,Noun
771,JLPT3,出席,しゅっせき,shusseki,"attendance, presence",Verbal Noun
772,JLPT4,外国人,がいこくじん,gaikokujin,foreigner,Noun
773,JLPT2,道路,どうろ,douro,"road, street",Noun
774,JLPT2,地球,ちきゅう,chikyuu,the Earth,Noun
775,JLPT4,英語,えいご,eigo,English,Noun
776,JLPT3,危険,きけん,kiken,"danger, dangerous",Adjectival Noun
777,JLPT3,普通,ふつう,futsuu,"normal, regular",Adjectival Noun
778,JLPT3,説明,せつめい,setsumei,"explanation, description",Verbal Noun
779,JLPT4,半分,はんぶん,hanbun,half,Noun
780,JLPT3,注意,ちゅうい,chuui,"attention, care, watch out",Verbal Noun
781,JLPT3,安全,あんぜん,anzen,"safety, security",Adjectival Noun
782,JLPT4,手紙,てがみ,tegami,letter,Noun
783,JLPT2,努力,どりょく,doryoku,"endeavor, effort",Verbal Noun
784,JLPT2,手術,しゅじゅつ,shujutsu,surgical operation,Verbal Noun
785,JLPT3,準備,じゅんび,junbi,"provide for, prepare for",Verbal Noun
786,JLPT2,守る,まもる,mamoru,"protect, observe",Verb
787,JLPT3,驚く,おどろく,odoroku,"be surprised, be startled",Verb
788,JLPT3,地震,じしん,jishin,earthquake,Noun
789,JLPT2,話し合う,はなしあう,hanashiau,"discuss, talk over",Verb
790,JLPT4,木,き,ki,"tree, wood",Noun
791,JLPT2,許す,ゆるす,yurusu,"permit, license, forgive",Verb
792,JLPT4,雪,ゆき,yuki,"snow, snowfall",Noun
793,JLPT4,動物,どうぶつ,doubutsu,animal,Noun
794,JLPT3,合う,あう,au,fit,Verb
795,JLPT2,平和,へいわ,heiwa,"peace, harmony",Adjectival Noun
796,JLPT3,非常に,ひじょうに,hijuuni,"very, extremely",Adverb
797,JLPT3,遅れる,おくれる,okureru,be late,Verb
798,JLPT3,もし,もし,moshi,"if, in case of",Adverb
799,JLPT3,卒業,そつぎょう,sotsukyou,graduation,Verbal Noun
800,JLPT3,移る,うつる,utsuru,"move, shift",Verb
801,JLPT2,農業,のうぎょう,noukyou,agriculture,Noun
802,JLPT3,空港,くうこう,kuukou,airport,Noun
803,JLPT3,珍しい,めずらしい,mezurashi,"rare, precious",Adjective
804,JLPT3,急ぐ,いそぐ,isogu,"hurry, hasten",Verb
805,JLPT3,つもり,つもり,tsumori,"intention, purpose",Noun
806,JLPT3,必ず,かならず,kanarazu,"without fail, certainly",Adverb
807,JLPT2,数字,すうじ,suuji,"figure, numeral",Noun
808,JLPT3,やっと,やっと,tatto,"at last, finally",Adverb
809,JLPT4,旅行,りょこう,ryokou,"travel, trip",Verbal Noun
810,JLPT4,音楽,おんがく,ongaku,music,Noun
811,JLPT4,川,かわ,kawa,"river, stream",Noun
812,JLPT3,例えば,たとえば,tatoeba,for example,Adverb
813,JLPT3,小学校,しょうがっこう,shougakkou,elementary school,Noun
814,JLPT3,壁,かべ,kabe,"wall, partition",Noun
815,JLPT2,流れる,ながれる,nagareru,"flow, pass, drift away",Verb
816,JLPT3,夢,ゆめ,yume,dream,Noun
817,JLPT3,逃げる,にげる,nigeru,"escape, run away",Verb
818,JLPT3,過ぎる,すぎる,sugiru,"pass by, exceed",Verb
819,JLPT2,首都,しゅと,shuto,capital,Noun
