1,JLPT4,それ,それ,sore,"that, that one",Pronoun
1570,JLPT2,消防署,しょうぼうしょ,shoubousho,fire station,Noun
1571,JLPT0,スーパーマーケット,スーパーマーケット,suupaamaaketto,supermarket,Noun
1572,JLPT4,ハンカチ,ハンカチ,hankachi,handkerchief,Noun
1573,JLPT0,ビデオテープ,ビデオテープ,bidiotaapu,videotape,Noun
1574,JLPT1,ぶらぶら,ぶらぶら,burabura,"wander aimlessly, hang about",Adverb
1575,JLPT2,アナウンサー,アナウンサー,anausosaa,"news reader, announcer",Noun
1576,JLPT4,辞書,じしょ,jisho,dictionary,Noun
1577,JLPT0,自炊,じすい,jisui,cooking food for oneself,Verbal Noun
1578,JLPT3,止める,とめる,tomeru,"stop, turn off",Verb
1579,JLPT4,スプーン,スプーン,supoon,spoon,Noun
1580,JLPT0,年下,としした,toshishita,"younger, junior",Noun
1581,JLPT2,治す,なおす,naosu,"cure, heal",Verb
1582,JLPT2,箸,はし,hashi,chopsticks,Noun
1583,JLPT3,花見,はなみ,hanami,flower viewing,Noun
1584,JLPT3,引き出し,ひきだし,hikidashi,"drawer, withdrawal",Noun
1585,JLPT2,ブラウス,ブラウス,burausu,blouse,Noun
1586,JLPT2,訳,やく,yaku,"translation, rendering",Noun
1587,JLPT2,リボン,リボン,ribon,ribbon,Noun
1588,JLPT3,いかが,いかが,ikaga,"how, what",Adverb
1589,JLPT4,居る,いる,iru,be present,Verb
1590,JLPT0,交通費,こうつうひ,koutsuuhi,"traveling expense, transportation cost",Noun
1591,JLPT3,ステレオ,ステレオ,sutareo,stereo,Noun
1592,JLPT2,滑る,すべる,suberu,"slide, slip, flunk an examination",Verb
1593,JLPT2,早口,はやくち,hayakuchi,fast talking,Noun
1594,JLPT4,フォーク,フォーク,fuooku,fork,Noun
1595,JLPT2,裏返す,うらがえす,uragaesu,"turn over, turn inside out",Verb
1596,JLPT0,おば,おば,oba,aunt,Noun
1597,JLPT4,角,かど,kado,"corner, edge, angle",Noun
1598,JLPT0,きらきら,きらきら,kirakira,"shining, sparkling",Adverb
1599,JLPT2,三角,さんかく,sankaku,triangle,Noun
1600,JLPT4,どうぞ,どうぞ,douzo,please,Adverb
1601,JLPT0,図書室,としょしつ,toshoshitsu,library,Noun
1602,JLPT0,入場券,にゅうじょうけん,nyuujouken,entrance ticket,Noun
1603,JLPT2,ネックレス,ネックレス,,necklace,Noun
1604,JLPT1,パジャマ,パジャマ,,pajamas,Noun
1605,JLPT4,ボールペン,ボールペン,,ballpoint pen,Noun
1606,JLPT4,万年筆,まんねんひつ,,fountain pen,Noun
1607,JLPT0,柔らか,やわらか,,"soft, tender, gentle",Adjectival Noun
1608,JLPT2,覚ます,さます,,"awaken, wake up",Verb
1609,JLPT0,すいか,すいか,,watermelon,Noun
1610,JLPT4,そちら,そちら,,"there, that way",Noun
1611,JLPT4,そば,そば,,"buckwheat noodles, soba",Noun
1612,JLPT2,大抵,たいてい,,"generally, mostly",Adverb
1613,JLPT3,特急,とっきゅう,,super-express,Noun
1614,JLPT3,どっち,どっち,,which,Noun
1615,JLPT2,糊,のり,,"glue, starch",Noun
1616,JLPT0,バスケットボール,バスケットボール,,basketball,Noun
1617,JLPT2,晴れ,はれ,,"fine weather, clear sky",Noun
1618,JLPT0,欲しがる,ほしがる,,"desire, wish for, covet",Verb
1619,JLPT0,味噌汁,みそしる,,miso soup,Noun
1620,JLPT0,読み方,よみかた,,"way of reading, reading",Noun
1621,JLPT4,嫌,いや,,"dislike, have a dislike for",Adjectival Noun
1622,JLPT0,入り口,いりぐち,,entrance,Noun
1623,JLPT0,色々,いろいろ,,in various ways,Adjectival Noun
1624,JLPT2,降ろす,おろす,,"unload, set down",Verb
1625,JLPT2,掛かる,かかる,,"hang, splash, require",Verb
1626,JLPT3,サンドイッチ,サンドイッチ,,sandwich,Noun
1627,JLPT2,四角,しかく,,"square, quadrilateral",Adjectival Noun
1628,JLPT2,四角い,しかくい,,"square, four-sided",Adjective
1629,JLPT2,突き当たる,つきあたる,,"hit against, come to the end of",Verb
1630,JLPT2,定期券,ていきけん,,commuter's pass,Noun
1631,JLPT2,にこにこ,にこにこ,,smile,Adverb
1632,JLPT2,馬鹿,ばか,,"fool, nonsense",Adjectival Noun
1633,JLPT2,名字,みょうじ,,"surname, family name",Noun
1634,JLPT2,下る,くだる,,"go down, go down or away from a central place",Verb
1635,JLPT2,ウール,ウール,,wool,Noun
1636,JLPT0,コーラ,コーラ,,"cola, coke",Noun
1637,JLPT0,トイレットペーパー,トイレットペーパー,,toilet paper,Noun
1638,JLPT4,どなた,どなた,,who,Noun
1639,JLPT0,乗り換え,のりかえ,,"change, transfer",Verbal Noun
1640,JLPT2,ハイキング,ハイキング,,hiking,Verbal Noun
1641,JLPT4,灰皿,はいざら,,ashtray,Noun
1642,JLPT0,バス停,ばすてい,,bus stop,Noun
1643,JLPT0,ハム,ハム,,ham,Noun
1644,JLPT0,ボーイフレンド,ボーイフレンド,,boyfriend,Noun
1645,JLPT2,床,ゆか,,floor,Noun
1646,JLPT0,例文,れいぶん,,"illustrative sentence, example",Noun
1647,JLPT0,ローマ字,ろーまじ,,Roman alphabet,Noun
1648,JLPT2,アイロン,アイロン,,iron,Noun
1649,JLPT0,苺,いちご,,strawberry,Noun
1650,JLPT0,カレーライス,カレーライス,,curried rice,Noun
1651,JLPT0,キャッシュカード,キャッシュカード,,cash card,Noun
1652,JLPT0,曇り,くもり,,"cloudiness, cloudy weather",Noun
1653,JLPT4,魚,さかな,,fish,Noun
1654,JLPT4,塩,しお,,salt,Noun
1655,JLPT2,停留所,ていりゅうじょ,,"stop, station",Noun
1656,JLPT2,床屋,とこや,,"barber, barbershop",Noun
1657,JLPT3,歯医者,はいしゃ,,dentist,Noun
1658,JLPT2,歯磨き,はみがき,,"toothpaste, brushing one's teeth",Noun
1659,JLPT0,早起き,はやおき,,early rising,Verbal Noun
1660,JLPT0,冬休み,ふゆやすみ,,winter vacation,Noun
1661,JLPT0,持って行く,もっていく,,take,Verb
1662,JLPT3,夕飯,ゆうはん,,"evening meal, supper",Noun
1663,JLPT2,酔っ払い,よっぱらい,,"drunkard, boozer",Noun
1664,JLPT2,例,れい,,"example, precedent",Noun
1665,JLPT0,イヤリング,イヤリング,,earrings,Noun
1666,JLPT0,横断歩道,おうだんほどう,,"pedestrian crossing, crosswalk",Noun
1667,JLPT0,お辞儀,おじぎ,,bow,Verbal Noun
1668,JLPT3,お宅,おたく,,"your home, you, fan, geek",Noun
1669,JLPT0,ガールフレンド,ガールフレンド,,girlfriend,Noun
1670,JLPT0,カセットテープ,カセットテープ,,cassette tape,Noun
1671,JLPT2,かゆい,かゆい,,itchy,Adjective
1672,JLPT2,乾かす,かわかす,,dry,Verb
1673,JLPT0,休校,きゅうこう,,temporary closure of school,Verbal Noun
1674,JLPT0,ぐらぐら,ぐらぐら,,wobble,Adverb
1675,JLPT0,航空便,こうくうびん,,airmail,Noun
1676,JLPT3,ジャム,ジャム,,jam,Noun
1677,JLPT4,スリッパ,スリッパ,,slippers,Noun
1678,JLPT0,大嫌い,だいきらい,,hate,Adjectival Noun
1679,JLPT2,畳む,たたむ,,"fold, shut",Verb
1680,JLPT2,トランプ,トランプ,,"(a pack of) cards, (playing) cards",Verbal Noun
1681,JLPT2,万歳,ばんざい,,Banzai! Hurrah! Long live...!,Verbal Noun
1682,JLPT2,番地,ばんち,,"lot number, address",Noun
1683,JLPT2,日陰,ひかげ,,the shade,Noun
1684,JLPT0,美容院,びよういん,,beauty shop,Noun
1685,JLPT2,文房具,ぶんぼうぐ,,"stationery, writing materials",Noun
1686,JLPT0,免許証,めんきょしょう,,license,Noun
1687,JLPT2,訳す,やくす,,translate,Verb
1688,JLPT3,よろしい,よろしい,,all right,Adjective
1689,JLPT2,ラッシュアワー,ラッシュアワー,,rush hour,Noun
1690,JLPT2,両替,りょうがえ,,"money changing, exchange of money",Verbal Noun
1691,JLPT0,明日,あした,,tomorrow,Noun
1692,JLPT2,送り仮名,おくりがな,,kana suffix,Noun
1693,JLPT2,片付く,かたづく,,"be put in order, be settled",Verb
1694,JLPT1,カップ,カップ,,cup,Noun
1695,JLPT2,消しゴム,けしごむ,,eraser,Noun
1696,JLPT2,主人,しゅじん,,"master, husband",Noun
1697,JLPT2,スケート,スケート,,"skate, skates",Noun
1698,JLPT4,たくさん,たくさん,,"in large quantity, plenty",Adverb
1699,JLPT4,中,なか,,"inside, middle",Noun
1700,JLPT2,鍋,なべ,,"pan, saucepan",Noun
1701,JLPT2,怠ける,なまける,,"be lazy, neglect",Verb
1702,JLPT0,二階,にかい,,"second floor, upstairs",Noun
1703,JLPT2,寝坊,ねぼう,,"late riser, oversleeping",Verbal Noun
1704,JLPT0,鋏,はさみ,,"scissors, pincers, tongs",Noun
1705,JLPT2,畑,はたけ,,"field, vegetable garden",Noun
1706,JLPT2,ピクニック,ピクニック,,picnic,Noun
1707,JLPT2,真っ青,まっさお,,"deep-blue, pale (skin)",Adjectival Noun
1708,JLPT2,汚す,よごす,,"make dirty, soil",Verb
1709,JLPT0,酔っ払う,よっぱらう,,get drunk,Verb
1710,JLPT3,忘れ物,わすれもの,,"something left behind, lost item",Noun
1711,JLPT4,あちら,あちら,,way over there,Noun
1712,JLPT2,掛け算,かけざん,,multiplication,Verbal Noun
1713,JLPT2,臭い,くさい,,"ill-smelling, stinking",Adjective
1714,JLPT2,自習,じしゅう,,"self-study, self-teaching",Verbal Noun
1715,JLPT2,突き当たり,つきあたり,,end of a street,Noun
1716,JLPT2,どきどき,どきどき,,"feel excited, feel nervous",Adverb
1717,JLPT3,無くす,なくす,,"lose, get rid of",Verb
1718,JLPT0,納豆,なっとう,,natto (fermented soybeans),Noun
1719,JLPT4,二十歳,はたち,,20 years old,Noun
1720,JLPT4,東,ひがし,,"east, eastern",Noun
1721,JLPT2,まあまあ,まあまあ,,"OK, not bad, average",Adjective
1722,JLPT2,マフラー,マフラー,,"scarf, muffler",Noun
1723,JLPT0,桃,もも,,"peach, peach tree",Noun
1724,JLPT2,アクセサリー,アクセサリー,,"accessories, jewelry",Noun
1725,JLPT2,あくび,あくび,,yawn,Verbal Noun
1726,JLPT2,飴,あめ,,"candy, sweets",Noun
1727,JLPT2,売り切れ,うりきれ,,"sellout, sold out",Noun
1728,JLPT0,お巡りさん,おまわりさん,,policeman,Noun
1729,JLPT0,からから,からから,,"thirsty, dry",Adjective
1730,JLPT2,黄色,きいろ,,yellow,Noun
1731,JLPT2,誘う,さそう,,"invite, ask out",Verb
1732,JLPT2,速達,そくたつ,,"special delivery, express mail",Noun
1733,JLPT4,歯,は,,"tooth, cog",Noun
1734,JLPT0,引き算,ひきざん,,subtraction,Verbal Noun
1735,JLPT0,昼前,ひるまえ,,"in the morning, before noon",Noun
1736,JLPT1,ふらふら,ふらふら,,weak,Adverb
1737,JLPT0,目覚まし時計,めざましどけい,,alarm clock,Noun
1738,JLPT3,予習,よしゅう,,"preparation, previewing (a lesson)",Verbal Noun
1739,JLPT2,こぼす,こぼす,,spill,Verb
1740,JLPT2,ランチ,ランチ,,lunch,Noun
1741,JLPT0,レシート,レシート,,receipt,Noun
1742,JLPT0,持って来る,もってくる,,bring,Verb
1743,JLPT2,気を付ける,きをつける,,"take care of, pay attention to",Verb
1744,JLPT2,刺身,さしみ,,"sashimi, sliced raw meat",Noun
1745,JLPT0,洗面所,せんめんじょ,,"washroom, bathroom",Noun
1746,JLPT1,足し算,たしざん,,addition,Verbal Noun
1747,JLPT0,段々,だんだん,,"gradually, one after another",Adverb
1748,JLPT2,チョーク,チョーク,,chalk,Noun
1749,JLPT3,包む,つつむ,,"wrap, pack",Verb
1750,JLPT0,ティッシュ,ティッシュ,,tissue,Noun
1751,JLPT4,止まる,とまる,,"come to a stop, cease",Verb
1752,JLPT3,無くなる,なくなる,,"disappear, run short, get lost",Verb
1753,JLPT4,西,にし,,"west, western",Noun
1754,JLPT2,ノック,ノック,,knock,Verbal Noun
1755,JLPT0,歯ブラシ,はぶらし,,toothbrush,Noun
1756,JLPT4,暇,ひま,,"free time, spare time",Noun
1757,JLPT0,豚,ぶた,,"pig, pork",Noun
1758,JLPT4,二人,ふたり,,two persons,Noun
1759,JLPT2,褒める,ほめる,,"praise, commend",Verb
1760,JLPT0,本箱,ほんばこ,,bookcase,Noun
1761,JLPT2,止む,やむ,,"stop, abate",Verb
1762,JLPT2,よろしく,よろしく,,"properly, one's regards",Adverb
1763,JLPT3,沸かす,わかす,,"boil, excite",Verb
1764,JLPT0,明後日,あさって,,day after tomorrow,Noun
1765,JLPT2,幾ら,いくら,,how much,Noun
1766,JLPT0,絵葉書,えはがき,,picture postcard,Noun
1767,JLPT2,暖める,あたためる,,"warm, warm up, heat up",Verb
1768,JLPT0,一昨日,おととい,,day before yesterday,Noun
1769,JLPT2,換える,かえる,,"exchange, convert",Verb
1770,JLPT2,書留,かきとめ,,registered mail,Noun
1771,JLPT0,がらがら,がらがら,,empty,Adjective
1772,JLPT2,缶詰,かんづめ,,"canned goods, cooping-up",Noun
1773,JLPT0,ぎらぎら,ぎらぎら,,"dazzling, glaring, blinding",Adverb
1774,JLPT2,九,く,,nine,Noun
1775,JLPT2,怪我,けが,,injury,Verbal Noun
1776,JLPT0,寒さ,さむさ,,"coldness, cold",Noun
1777,JLPT2,祝日,しゅくじつ,,"holiday, festival day",Noun
1778,JLPT0,すき焼き,すきやき,,sukiyaki,Noun
1779,JLPT2,そっち,そっち,,"there, thou",Noun
1780,JLPT4,葉書,はがき,,postcard,Noun
1781,JLPT2,掃く,はく,,"sweep, brush",Verb
1782,JLPT3,昼間,ひるま,,"daytime, day",Noun
1783,JLPT0,ピンポン,ピンポン,,"table tennis, ping pong",Verbal Noun
1784,JLPT0,深さ,ふかさ,,"depth, profundity",Noun
1785,JLPT0,不親切,ふしんせつ,,"unkind, inattentive",Adjectival Noun
1786,JLPT1,ぺこぺこ,ぺこぺこ,,"hungry, starving",Adjective
1787,JLPT0,ぺらぺら,ぺらぺら,,fluently,Adjectival Noun
1788,JLPT0,横書き,よこがき,,horizontal writing,Noun
1789,JLPT2,レインコート,レインコート,,raincoat,Noun
1790,JLPT0,アイス,アイス,,"popsicle, ice lolly",Noun
1791,JLPT0,いつごろ,いつごろ,,"about when, about what time",Noun
1792,JLPT0,ウィスキー,ウィスキー,,whisky,Noun
1793,JLPT1,エアメール,エアメール,,airmail,Noun
1794,JLPT3,字,じ,,"character, letter",Noun
1795,JLPT2,塩辛い,しおからい,,salty,Adjective
1796,JLPT4,七,しち,,seven,Noun
1797,JLPT0,シャープペンシル,シャープペンシル,,mechanical pencil,Noun
1798,JLPT0,セロテープ,セロテープ,,"cellophane tape, Scotch tape, Sellotape",Noun
1799,JLPT0,外側,そとがわ,,"exterior, outside",Noun
1800,JLPT0,そば屋,そばや,,soba restaurant,Noun
1801,JLPT0,たばこ屋,たばこや,,"cigarette shop, tobacco store",Noun
1802,JLPT4,庭,にわ,,"garden, court",Noun
1803,JLPT2,流行る,はやる,,"be in fashion, be popular",Verb
1804,JLPT0,左側,ひだりがわ,,left side,Noun
1805,JLPT2,袋,ふくろ,,"bag, sack",Noun
1806,JLPT0,風呂屋,ふろや,,"bathhouse, public bath",Noun
1807,JLPT2,骨,ほね,,"bone, frame, spirit",Noun
1808,JLPT0,右側,みぎがわ,,right side,Noun
1809,JLPT4,眼鏡,めがね,,"glasses, judgment",Noun
1810,JLPT0,やけど,やけど,,burn,Verbal Noun
1811,JLPT1,汚れ,よごれ,,"dirt, filth",Noun
1812,JLPT0,割り算,わりざん,,division,Verbal Noun
1813,JLPT0,アイスコーヒー,アイスコーヒー,,iced coffee,Noun
1814,JLPT3,間,あいだ,,interval,Noun
1815,JLPT1,顎,あご,,"jaw, chin",Noun
1816,JLPT4,朝御飯,あさごはん,,breakfast,Noun
1817,JLPT2,暖まる,あたたまる,,get warm,Verb
1818,JLPT2,あっち,あっち,,"other side, there",Noun
1819,JLPT2,あんなに,あんなに,,"that, so",Adverb
1820,JLPT2,行き,いき,,going,Noun
1821,JLPT2,いたずら,いたずら,,"mischief, prank",Verbal Noun
1822,JLPT0,ウェートレス,ウェートレス,,waitress,Noun
1823,JLPT3,お祝い,おいわい,,celebrate,Verbal Noun
1824,JLPT4,お菓子,おかし,,"sweets, snacks",Noun
1825,JLPT0,お釣り,おつり,,change,Noun
1826,JLPT0,大人しい,おとなしい,,"gentle, quiet, subdued",Adjective
1827,JLPT0,お祖母さん,おばあさん,,grandmother,Noun
1828,JLPT0,おばさん,おばさん,,aunt,Noun
1829,JLPT3,お土産,おみやげ,,souvenir,Noun
1830,JLPT3,表,おもて,,"front side, face, outside",Noun
1831,JLPT1,書き取る,かきとる,,"write down, note down",Verb
1832,JLPT2,泊める,とめる,,"lodge, give shelter",Verb
1833,JLPT2,歌手,かしゅ,,singer,Noun
1834,JLPT0,風邪薬,かぜぐすり,,remedy for a cold,Noun
1835,JLPT2,方,かた,,person　（polite form),Noun
1836,JLPT3,形,かたち,,"shape, form",Noun
1837,JLPT0,鞄,かばん,,"bag, handbag, briefcase",Noun
1838,JLPT2,被る,かぶる,,"wear, put on",Verb
1839,JLPT2,雷,かみなり,,"thunder, lightning",Noun
1840,JLPT0,上がる,あがる,,"get nervous, get stage fright",Verb
1841,JLPT0,空手,からて,,"karate, empty hand",Noun
1842,JLPT2,缶,かん,,"can, tin",Noun
1843,JLPT0,元旦,がんたん,,New Year's Day,Noun
1844,JLPT2,着替える,きがえる,,change clothes,Verb
1845,JLPT3,厳しい,きびしい,,"strict, severe, intense",Adjective
1846,JLPT3,客,きゃく,,"visitor, customer",Noun
1847,JLPT2,金,きん,,"gold, sum of money, Friday",Noun
1848,JLPT0,くし,くし,,comb,Noun
1849,JLPT3,雲,くも,,cloud,Noun
1850,JLPT2,クリーニング,クリーニング,,"cleaning, laundry",Verbal Noun
1851,JLPT3,景色,けしき,,"scenery, landscape",Noun
1852,JLPT2,喧嘩,けんか,,"fight, quarrel, argument",Verbal Noun
1853,JLPT0,答え,こたえ,,"answer, solution",Noun
1854,JLPT3,ごちそう,ごちそう,,"feast, treat",Noun
1855,JLPT0,ごちそうする,ごちそうする,,treat,Verb
1856,JLPT0,この頃,このごろ,,"now, these days, recently",Noun
1857,JLPT2,こぼれる,こぼれる,,"spill, overflow",Verb
1858,JLPT3,壊れる,こわれる,,"break, break down, get out of order",Verb
1859,JLPT2,こんなに,こんなに,,"this, so, such",Adverb
1860,JLPT0,ざあざあ,ざあざあ,,"heavily, pouring",Adverb
1861,JLPT2,再来月,さらいげつ,,the month after next,Noun
1862,JLPT2,再来週,さらいしゅう,,the week after next,Noun
1863,JLPT3,騒ぐ,さわぐ,,"make a racket, mess around, make a fuss",Verb
1864,JLPT3,残念,ざんねん,,"regretful, disappointing",Adjectival Noun
1865,JLPT2,叱る,しかる,,"scold, tell off, reprimand",Verb
1866,JLPT0,仕舞う,しまう,,put away,Verb
1867,JLPT2,氏名,しめい,,name,Noun
1868,JLPT0,ジャガイモ,ジャガイモ,,potato,Noun
1869,JLPT0,車道,しゃどう,,"road, roadway",Noun
1870,JLPT4,丈夫,じょうぶ,,"healthy, stout",Adjectival Noun
1871,JLPT2,醤油,しょうゆ,,soy sauce,Noun
1872,JLPT2,白,しろ,,white,Noun
1873,JLPT3,心配,しんぱい,,"anxiety, worry, good offices",Verbal Noun
1874,JLPT2,石鹸,せっけん,,soap,Noun
1875,JLPT4,洗濯,せんたく,,"laundering, washing",Verbal Noun
1876,JLPT0,掃除機,そうじき,,vacuum cleaner,Noun
1877,JLPT2,袖,そで,,sleeve,Noun
1878,JLPT4,外,そと,,"outside, open air",Noun
1879,JLPT3,祖父,そふ,,grandfather,Noun
1880,JLPT2,ソファー,ソファー,,"sofa, sofa bed",Noun
1881,JLPT3,祖母,そぼ,,grandmother,Noun
1882,JLPT4,空,そら,,"sky, weather",Noun
1883,JLPT2,剃る,そる,,shave,Verb
1884,JLPT2,台,だい,,"stand, platform",Noun
1885,JLPT3,大事,だいじ,,importance,Adjectival Noun
1886,JLPT4,大切,たいせつ,,"important, valuable",Adjectival Noun
1887,JLPT2,倒す,たおす,,"bring down, overthrow, defeat",Verb
1888,JLPT2,助ける,たすける,,"help, save",Verb
1889,JLPT4,たばこ,たばこ,,"tobacco, cigarette",Noun
1890,JLPT2,誰か,だれか,,someone,Noun
1891,JLPT3,血,ち,,blood,Noun
1892,JLPT0,茶わん,ちゃわん,,"tea cup, rice bowl",Noun
1893,JLPT2,昼食,ちゅうしょく,,lunch,Noun
1894,JLPT2,長女,ちょうじょ,,eldest daughter,Noun
1895,JLPT0,朝食,ちょうしょく,,breakfast,Noun
1896,JLPT4,ちょうど,ちょうど,,"just, as if",Adverb
1897,JLPT4,ちょっと,ちょっと,,"just a moment, just a little, easily",Adverb
1898,JLPT3,つく,つく,,"be on, switched on",Verb
1899,JLPT4,机,つくえ,,"desk, table",Noun
1900,JLPT4,勤める,つとめる,,"serve, hold a job",Verb
1901,JLPT2,爪,つめ,,"nail, claw",Noun
1902,JLPT3,寺,てら,,buddhist temple,Noun
1903,JLPT0,てんぷら,てんぷら,,"tempura, Japanese deep-fried breaded food",Noun
1904,JLPT0,年上,としうえ,,"older, senior",Noun
1905,JLPT4,鳥,とり,,"bird, poultry",Noun
1906,JLPT0,とんとん,とんとん,,tapping,Adverb
1907,JLPT0,長袖,ながそで,,clothes with long sleeves,Noun
1908,JLPT0,茄子,なす,,eggplant,Noun
1909,JLPT4,何,なん,,"what, which",Noun
1910,JLPT0,兄さん,にいさん,,older brother,Noun
1911,JLPT2,賑やか,にぎやか,,"lively, exciting",Adjectival Noun
1912,JLPT4,肉,にく,,"flesh, meat",Noun
1913,JLPT0,鶏,にわとり,,"chicken, hen",Noun
1914,JLPT2,人気,にんき,,"popularity, temperament of the people, business conditions",Noun
1915,JLPT2,人間,にんげん,,"human being, people",Noun
1916,JLPT0,にんじん,にんじん,,carrot,Noun
1917,JLPT0,ぬるい,ぬるい,,"tepid, lukewarm",Adjective
1918,JLPT2,濡れる,ぬれる,,get wet,Verb
1919,JLPT0,姉さん,ねえさん,,"older sister, girl, miss",Noun
1920,JLPT3,眠い,ねむい,,sleepy,Adjective
1921,JLPT3,眠る,ねむる,,sleep,Verb
1922,JLPT2,上り,のぼり,,"going up, ascent",Noun
1923,JLPT2,パーセント,パーセント,,percent,Noun
1924,JLPT2,灰,はい,,ashes,Noun
1925,JLPT2,灰色,はいいろ,,"ash color, gray",Noun
1926,JLPT2,拍手,はくしゅ,,"applause, clapping",Verbal Noun
1927,JLPT4,橋,はし,,bridge,Noun
1928,JLPT0,初め,はじめ,,beginning,Noun
1929,JLPT0,柱,はしら,,"pillar, prop",Noun
1930,JLPT2,旗,はた,,"flag, banner",Noun
1931,JLPT2,貼る,はる,,"stick, paste",Verb
1932,JLPT0,半袖,はんそで,,short-sleeved shirt,Noun
1933,JLPT0,半月,はんつき,,half a month,Noun
1934,JLPT0,半日,はんにち,,half a day,Noun
1935,JLPT3,火,ひ,,fire,Noun
1936,JLPT4,弾く,ひく,,play on,Verb
1937,JLPT0,ひざ,ひざ,,knee,Noun
1938,JLPT0,ひじ,ひじ,,elbow,Noun
1939,JLPT0,人々,ひとびと,,people,Noun
1940,JLPT0,ひも,ひも,,"laces, string, rope",Noun
1941,JLPT2,表,ひょう,,"table, list",Noun
1942,JLPT0,昼過ぎ,ひるすぎ,,early afternoon,Noun
1943,JLPT2,瓶,びん,,"bottle, flask",Noun
1944,JLPT2,拭く,ふく,,"wipe, dry",Verb
1945,JLPT3,復習,ふくしゅう,,review,Verbal Noun
1946,JLPT4,豚肉,ぶたにく,,"pork, hog meat",Noun
1947,JLPT2,船便,ふなびん,,"surface mail, shipping service",Noun
1948,JLPT3,船,ふね,,"ship, boat, vessel",Noun
1949,JLPT4,降る,ふる,,"fall, come down",Verb
1950,JLPT2,風呂,ふろ,,bath,Noun
1951,JLPT0,平成,へいせい,,Heisei era,Noun
1952,JLPT4,下手,へた,,not good at,Adjectival Noun
1953,JLPT3,返事,へんじ,,"answer, reply",Verbal Noun
1954,JLPT2,便所,べんじょ,,"lavatory, bathroom",Noun
1955,JLPT3,星,ほし,,"star, planet, spot",Noun
1956,JLPT2,本当,ほんとう,,"truth, reality",Noun
1957,JLPT4,毎月,まいつき,,every month,Noun
1958,JLPT0,まく,まく,,"scatter, plant",Verb
1959,JLPT2,枕,まくら,,pillow,Noun
1960,JLPT2,孫,まご,,grandchild,Noun
1961,JLPT2,又,また,,"again, also, or",Adverb
1962,JLPT4,町,まち,,"town, machi, city quarter",Noun
1963,JLPT2,丸,まる,,"circle or sphere, wholeness",Noun
1964,JLPT3,港,みなと,,"port, harbor",Noun
1965,JLPT4,南,みなみ,,south,Noun
1966,JLPT2,紫,むらさき,,purple,Noun
1967,JLPT2,姪,めい,,niece,Noun
1968,JLPT3,木綿,もめん,,cotton,Noun
1969,JLPT0,やかん,やかん,,kettle,Noun
1970,JLPT3,焼く,やく,,"burn, bake, be envious",Verb
1971,JLPT2,痩せる,やせる,,"lose weight, become thin",Verb
1972,JLPT4,山,やま,,mountain,Noun
1973,JLPT3,湯,ゆ,,"hot water, hot bath, bathhouse",Noun
1974,JLPT0,夕食,ゆうしょく,,supper,Noun
1975,JLPT0,昨夜,ゆうべ,,"last night, last evening",Noun
1976,JLPT2,行き,ゆき,,going,Noun
1977,JLPT3,指,ゆび,,"finger, toe",Noun
1978,JLPT2,緩い,ゆるい,,"slack, loose",Adjective
1979,JLPT1,良い,よい,,"good, suitable, preferable",Adjective
1980,JLPT0,ようこそ,ようこそ,,welcome,Adverb
1981,JLPT3,汚れる,よごれる,,"become dirty, become defiled",Verb
1982,JLPT2,四つ角,よつかど,,"street corner, intersection",Noun
1983,JLPT2,夜中,よなか,,"midnight, dead of night",Noun
1984,JLPT4,両親,りょうしん,,parents,Noun
1985,JLPT4,零,れい,,"zero, naught",Noun
1986,JLPT0,曲がり角,まがりかど,,corner,Noun
1987,JLPT0,ウェーター,ウェーター,,waiter,Noun
1988,JLPT0,お医者さん,おいしゃさん,,doctor,Noun
1989,JLPT0,細か,こまか,,"minute, elaborate",Adjectival Noun
1990,JLPT0,絶対に,ぜったいに,,"absolutely, unconditionally",Adverb
1991,JLPT2,そんなに,そんなに,,"that, so",Adverb
1992,JLPT0,連れて行く,つれていく,,take (a person) along,Verb
1993,JLPT0,連れて来る,つれてくる,,bring (a person),Verb
1994,JLPT0,似ている,にている,,"look like, resemble",Verb
1995,JLPT3,音,おと,,"sound, speech sound, Chinese pronunciation of a character",Noun
1996,JLPT2,始めに,はじめに,,"in the beginning, early in",Adverb
1997,JLPT0,一人で,ひとりで,,by oneself,Adverb
1998,JLPT0,不動産屋,ふどうさんや,,"real estate agent, realtor",Noun
1999,JLPT0,郵便屋さん,ゆうびんやさん,,mailman,Noun
2000,JLPT2,可,か,,"permitted, OK",Noun