それ,"that, that one"
招待,invitation
コート,"coat, jacket"
燃える,"burn, undergo combustion"
食堂,"dining hall, restaurant"
天井,ceiling
課,"section, division, lesson"
靴,"shoes, boots"
予約,"reservation, subscription"
一昨年,the year before last
休日,"holiday, day off"
注文,"order, request"
家賃,rent
散歩,"walk, stroll"
通勤,"commuting, commutation"
ノート,"note book, laptop"
辞める,"resign, retire"
仕方,"way, method"
台所,kitchen
建つ,"be built, be erected"
踏む,"step on, tread on"
配る,"hand out, distribute, allot"
握る,"grasp, make hand-rolled sushi balls"
練習,"practice, training"
強さ,"strength, power"
久しぶり,after a long time
往復,"going and returning, round trip"
大勢,"large numbers, a lot of"
親しい,"intimate, familiar"
番号,"number, serial number"
ワイン,wine
巻く,"roll up, wind, wrap"
青い,blue
おかしい,"strange, peculiar, suspicious"
渡る,"cross, ford, go across"
牛,"cattle, cow"
氷,ice
挨拶,"greet, greeting"
洗う,wash
尋ねる,"inquire, search for"
叩く,"tap, hit"
廊下,"hallway, corridor"
郵便局,post office
割る,"divide, crack, split"
進学,entering a school of higher grade
トイレ,toilet
咲く,"bloom, blossom"
駐車場,parking area
泣く,"cry, weep"
屋根,roof
案内,"guide, inform"
キャンプ,"camping, camp"
荷物,"baggage, load"
迷惑,"trouble, annoyance"
先月,last month
美術館,art museum
破る,"tear, break through, breach"
愛,love
黒,black
断る,"refuse, turn down"
品物,"article, thing"
プラスチック,plastic
貸す,"lend, lease"
沈む,"sink, set"
光る,"shine, emit light"
右手,right hand
赤,"red, crimson"
卵,egg
疲れる,"get tired, become fatigued"
男の子,"boy, baby boy"
泳ぐ,swim
内側,"inside, interior"
習慣,"custom, habit"
投げる,"throw, abandon"
カラー,color
正月,New Year
趣味,"hobby, interest"
盗む,"steal, rob"
ピアノ,piano
池,pond
大学院,graduate school
何度,"how many degrees, how many times"
不幸,"unhappiness, misfortune, bereavement"
恐ろしい,"terrible, awful"
退院,discharge from a hospital
付く,"attach itself to, be connected with, come in contact with"
重さ,weight
商業,"commerce, trade"
スキー,"ski, skiing"
敷く,"lay, spread"
安心,"peace of mind, relief"
糸,"thread, yarn"
なかなか,"not at all, hardly"
人形,doll
プール,pool
銀,silver
匂い,"smell, odor"
ホーム,platform
交通事故,traffic accident
幸せ,"happiness, good fortune"
吸う,"inhale, suck"
浅い,"shallow, superficial"
見学,"observation tour, study tour, field trip"
濃い,"thick, concentrated, dark-colored"
壊す,"break, destroy, smash"
間に合う,"be in time, answer the purpose, can do without"
届ける,"deliver, give notice"
葉,"leaf, needle"
エレベーター,elevator
メモ,"memorandum, memo pad"
立派,"fine, excellent"
旅館,Japanese inn
凄い,"wonderful, great, incredible"
パン,bread
びっくりする,surprised
便利,"convenience, handiness"
砂糖,sugar
休み,"rest, holiday, absence"
録音,sound recording
言い方,"way of speaking, expression"
帰り,"return, going home"
週末,weekend
ズボン,"trousers, pants"
足りる,"suffice, serve, be satisfied"
拾う,"pick up, find"
祭り,festival
博物館,museum
青,"blue, green, green light"
売り場,"sales floor, department"
おもちゃ,"toy, plaything"
金持ち,wealthy person
頑張る,"persist, be tenacious"
グラム,gram
コーヒー,coffee
桜,"cherry tree, cherry blossom"
刺す,"stab, prick, sting"
テント,tent
ボート,boat
遭う,"meet with, encounter"
ボール,ball
オートバイ,"motorbike, motorcycle"
外人,"foreigner, alien"
猫,"cat, feline"
隠れる,"hide, disappear"
親切,"kind, friendly"
是非,"by all means, at any cost"
通学,"attending school, going to school"
預ける,"deposit, entrust"
付ける,"attach, set, apply"
習う,"learn, practice"
組み立てる,"build, set up, construct"
塗る,"spread on, paint"
左手,left hand
ひどい,"cruel, severe"
別々,separately
毎週,every week
気温,temperature
蹴る,kick
真っ赤,deep red
外国語,foreign language
着物,"clothes, kimono"
牛乳,milk
住所,"one's dwelling, address"
先週,last week
飛行場,"airport, airfield"
救急車,ambulance
下りる,"go down, come down"
果物,fruit
間違い,"mistake, error"
あなた,you
映画館,movie theater
踊る,dance
怖い,"fearful, be afraid"
鏡,mirror
草,"grass, weed"
敬語,"honorific language, polite speech"
欠席,"absence, nonattendance"
スイッチ,switch
掃除,cleaning
畳,"tatami, mat"
速さ,speed
林,"woods, grove"
プレゼント,"present, gift"
弁当,"box lunch, picnic lunch"
いつでも,"always, at all times"
寂しい,"lonely, desolate, sad"
少しも,at all
尊敬,"respect, esteem, honor"
テニス,tennis
広さ,"area, extent"
読み,"reading, judgment, foresight"
植える,"plant, raise"
我慢,"patience, self-restraint"
国籍,"nationality, citizenship"
こちら,"here, this way"
恥ずかしい,"shy, ashamed, disgraceful"
ボタン,button
洋服,clothes
油,"oil, animal oil"
おかしい,"funny, amusing, comical"
余る,"remain over, be in excess"
コート,court
正直,"honest, upright"
ドラマ,"drama, theater, soap opera"
ビザ,visa
水道,"water service, channel"
店員,"clerk, salesperson"
電池,"electric cell, battery"
ポケット,pocket
握手,"handshake, handshaking"
固い,"stiff, tight"
そろそろ,"soon, quietly"
ぶどう,grapes
迷う,"be perplexed, hesitate, get lost"
押さえる,hold down
見物,"sightseeing, visit"
知らせる,"let know, inform"
神社,Shinto shrine
注射,"injection, shot"
めったに,rarely
恋人,"lover, sweetheart"
財布,"purse, wallet"
作文,"composition, essay"
鳴る,"sound, ring, roar"
真面目,"serious, sober, earnest"
申し込む,"apply, make a proposal"
冷蔵庫,refrigerator
気に入る,"like, be pleased with"
クリスマス,Christmas
ネクタイ,"tie, necktie"
厚さ,thickness
受け付ける,"receive, accept"
誕生日,birthday
独身,"single life, celibacy"
苦い,"bitter, sour"
バイオリン,violin
パスポート,passport
バッグ,bag
今まで,"until now, so far"
切符,ticket
ゴム,elastic
ジェット機,jet airplane
少々,"a little, a few"
随分,"extremely, considerably"
引っ張る,"pull, drag"
帽子,"cap, hat"
焼ける,"burn, be scorched, be baked"
鉛筆,pencil
会話,conversation
ギター,guitar
茶,tea (plain form)
暑さ,"heat, summer heat"
胃,stomach
椅子,chair
お茶,tea (polite)
踊り,"dance, dancing"
禁煙,"no smoking, giving up smoking"
次男,second son
セーター,"sweater, pullover"
引っ越す,"move, change quarters"
丸い,round
写る,"be taken, be seen through"
喫茶店,"coffee shop, tea house, café"
全然,"wholly, at all"
やっぱり,"just as I thought, after all"
週刊誌,weekly magazine
棚,"cupboard, shelf, rack"
震える,"tremble, quiver, shake"
磨く,"polish, grind"
カーテン,curtain
火事,fire
シャツ,shirt
ナイフ,knife
皆さん,"everybody, ladies and gentlemen"
次女,second daughter
貯金,"savings, deposit"
バイク,"motorbike, motor cycle"
預かる,"receive on deposit, take charge of"
いつか,"some time, some day"
オレンジ,orange
噛む,"bite, chew"
きつい,"tight, difficult"
削る,"grind down, trim, scale back"
越える,"go over, go across, go beyond"
小包,"parcel, package"
新年,New Year
配達,delivery
動物園,zoo
封筒,envelope
危ない,"dangerous, uncertain"
可愛い,"cute, charming, sweet"
さっき,"some time ago, only a moment ago"
宿題,homework
テキスト,"textbook, text, text file"
ビニール,plastic bag
りんご,apple
アルバム,album
お祖父さん,grandfather
水泳,swimming
混む・込む,"be crowded, be congested"
柔道,judo
スカート,skirt
取れる,"come off, be removed"
ペン,pen
物,"thing, object"
柔らかい,soft
郵便,"mail service, postal matter"
割れる,"crack, be divided, split"
駅員,station employee
おしゃべり,"chatter, talkative"
切手,postage stamp
緑色,green
毎朝,every morning
曲げる,"bend, curve"
幼稚園,kindergarten
きっと,"surely, certainly"
理科,science
下着,underwear
涼しい,"cool, refreshing"
太る,"grow fat, fatten"
冷房,air conditioning
別れる,"separate, part from"
空く,become available or vacant
鍵,"key, lock"
傘,"umbrella, parasol"
出掛ける,"go out, be about to go out"
毎晩,every evening
真ん中,"center, middle"
指輪,ring
幾つ,"how many, how old"
腐る,"rot, corrode"
貧乏,"poverty, destitution"
間違える,"mistake, confuse"
メニュー,"menu, bill of fare"
アイスクリーム,ice cream
おしゃれ,"dressing up smartly, trendy"
休憩,"rest, repose"
舌,tongue
ジュース,"juice, soft drink"
素晴らしい,"splendid, excellent"
ゼロ,zero
朝刊,morning edition
丁寧,"polite, courteous, careful"
苦手,"person that is hard to deal with, weak point"
日,"sun, sunlight, day"
引っ越し,moving
歩道,"sidewalk, footpath"
折れる,"snap, be folded, give in"
見送り,seeing someone off
夕刊,evening edition
この間,"the other day, recently"
冷える,"cool down, feel chilly"
ピンク,pink
グラス,glass
毛,"hair, wool"
黒板,blackboard
ダンス,"dance, dancing"
積もる,"accumulate, get accumulated"
半年,half a year
出口,"exit, exit ramp"
登る,"climb, mount, go up"
真っ白,pure-white
おじ,uncle
下ろす,"bring down, take down, pull down"
貸し出す,"lend, lend out"
サッカー,"soccer, football"
暖房,heating
手袋,gloves
留守,not at home
嘘,lie
遠慮,"reserve, hesitation, forethought"
折る,"break off, fold, bend"
今夜,"tonight, this evening"
スープ,"soup, broth"
バナナ,banana
うるさい,"noisy, annoying, pesky"
可哀相,"poor, pitiable"
パトカー,"police car, patrol car"
ハンバーガー,hamburger
毛布,blanket
エスカレーター,escalator
お嬢さん,"young lady, your daughter"
タオル,towel
手帳,"pocketbook, memo"
乗り換える,"change, transfer"
売店,"booth, store"
パチンコ,pachinko (vertical pinball)
美人,beautiful woman
本屋,"bookstore, bookseller"
みかん,"tangerine, mandarin orange"
謝る,apologize
ケーキ,cake
コップ,"cup, glass"
四季,the four seasons
田んぼ,rice field
天気予報,weather forecast
ナイロン,nylon
変,"strange, weird, funny"
来週,next week
一生懸命,"for life, with all one's might"
乾く,"dry, run dry"
皿,"plate, counter for plates or helpings"
間違う,"be mistaken, be incorrect"
事務室,office
消防車,fire engine
スーツ,suit
チケット,ticket
チョコレート,chocolate
泥棒,"thief, crook"
脱ぐ,"remove clothes, take off"
年賀状,New Year's card
乗り物,"vehicle, conveyance"
布団,"futon, bedquilt"
役に立つ,"be useful, be helpful"
破れる,"tear, rip open"
用事,"things to do, errand, business"
写す,"copy, photograph"
腕時計,wrist watch
贈り物,"present, gift"
チャンネル,channel
つまらない,"boring, dull"
マッチ,"match, matchbox"
従兄弟,cousin
冷やす,"cool, chill"
片付ける,"put in order, dispose of, do away with"
乾杯,a toast
ストーブ,"paraffin heater, stove"
停車,stoppage
鳴く,"cry, chirp, meow"
ガソリンスタンド,gas station
片道,one way
今朝,this morning
交番,police box
大分,"very, greatly"
梅雨,rainy season
デート,date
ふすま,"sliding door, fusuma"
真っ直ぐ,"dead straight, honestly"
レモン,lemon
上着,"coat, jacket"
偉い,"great, famous, eminent"
書き方,"how to write, way of writing"
炊く,"cook, boil"
チーズ,cheese
ドライブ,drive
踏切,railroad crossing
ラケット,racket
受付,"receptionist, information office"
怒る,"get angry, scold"
化粧,"make up, put on makeup"
寿司,sushi
スチュワーデス,flight attendant
都合,circumstances
テープレコーダー,"tape recorder, cassette recorder"
ひげ,"moustache, beard"
本棚,bookshelf
真っ暗,pitch-dark
沸く,"boil, be excited"
売り切れる,"be sold out, go out of stock"
押し入れ,closet
革,leather
ぐっすり,soundly
紅茶,black tea
邪魔,disturbing
ソース,"sauce, Worcestershire sauce"
タイプライター,typewriter
足す,"add, supplement"
トマト,tomato
履く,"put on footwear, wear"
バター,butter
発車,"start, leave"
バレーボール,volleyball
おかず,side dish
カレンダー,calendar
再来年,the year after next
冗談,joke
近付く,"approach, get acquainted"
電話帳,telephone book
ハンドバッグ,handbag
ベル,bell
干す,"dry, desiccate"
インク,ink
蚊,mosquito
改札口,"ticket barrier, wicket"
悲しむ,"feel sad, lament"
クーラー,"air conditioning, cooler"
靴下,"socks, stockings"
失礼,"impoliteness, bad manners, I beg your parden/Goodbye"
西暦,"Christian Era, A.D."
洗濯機,washing machine
豆腐,tofu
昼寝,"siesta, nap"
不便,inconvenient
ミルク,"milk, baby milk"
向こう側,other side
億,hundred million
お礼,"thanks, reward, return present"
着せる,"dress, put on clothes"
サラダ,salad
八百屋,"vegetable store, greengrocer"
おじさん,uncle
代える,"substitute, use in place of"
急行,"express train, going in a hurry"
交差点,"crossing, intersection"
高等学校,senior high school
覚める,"awake, wake up"
昼休み,"noon recess, lunch break"
ベルト,belt
真っ黒,"deep-black, jet-black"
皆様,"everyone, ladies and gentlemen"
ラーメン,ramen (Chinese noodles)
ライター,lighter
ワイシャツ,"(business) shirt, (white) shirt"
転ぶ,"tumble down, fall over"
冷める,"cool off, subside"
シャワー,shower
扇風機,electric fan
遅刻,"tardiness, lateness"
釣る,"angle, fish"
うどん,"noodles, Japanese wheat noodles"
追い越す,"outrun, overtake"
仮名,"kana, Japanese syllabary"
家内,my wife
記念日,"memorial day, anniversary"
下り,"downhill, going down"
掲示板,"notice board, bulletin board"
凍る,"freeze, congeal"
ごみ,"rubbish, trash"
消防署,fire station
スーパーマーケット,supermarket
ハンカチ,handkerchief
ビデオテープ,videotape
ぶらぶら,"wander aimlessly, hang about"
アナウンサー,"news reader, announcer"
辞書,dictionary
自炊,cooking food for oneself
止める,"stop, turn off"
スプーン,spoon
年下,"younger, junior"
治す,"cure, heal"
箸,chopsticks
花見,flower viewing
引き出し,"drawer, withdrawal"
ブラウス,blouse
訳,"translation, rendering"
リボン,ribbon
いかが,"how, what"
居る,be present
交通費,"traveling expense, transportation cost"
ステレオ,stereo
滑る,"slide, slip, flunk an examination"
早口,fast talking
フォーク,fork
裏返す,"turn over, turn inside out"
おば,aunt
角,"corner, edge, angle"
きらきら,"shining, sparkling"
三角,triangle
どうぞ,please
図書室,library
入場券,entrance ticket
ネックレス,necklace
パジャマ,pajamas
ボールペン,ballpoint pen
万年筆,fountain pen
柔らか,"soft, tender, gentle"
覚ます,"awaken, wake up"
すいか,watermelon
そちら,"there, that way"
そば,"buckwheat noodles, soba"
大抵,"generally, mostly"
特急,super-express
どっち,which
糊,"glue, starch"
バスケットボール,basketball
晴れ,"fine weather, clear sky"
欲しがる,"desire, wish for, covet"
味噌汁,miso soup
読み方,"way of reading, reading"
嫌,"dislike, have a dislike for"
入り口,entrance
色々,in various ways
降ろす,"unload, set down"
掛かる,"hang, splash, require"
サンドイッチ,sandwich
四角,"square, quadrilateral"
四角い,"square, four-sided"
突き当たる,"hit against, come to the end of"
定期券,commuter's pass
にこにこ,smile
馬鹿,"fool, nonsense"
名字,"surname, family name"
下る,"go down, go down or away from a central place"
ウール,wool
コーラ,"cola, coke"
トイレットペーパー,toilet paper
どなた,who
乗り換え,"change, transfer"
ハイキング,hiking
灰皿,ashtray
バス停,bus stop
ハム,ham
ボーイフレンド,boyfriend
床,floor
例文,"illustrative sentence, example"
ローマ字,Roman alphabet
アイロン,iron
苺,strawberry
カレーライス,curried rice
キャッシュカード,cash card
曇り,"cloudiness, cloudy weather"
魚,fish
塩,salt
停留所,"stop, station"
床屋,"barber, barbershop"
歯医者,dentist
歯磨き,"toothpaste, brushing one's teeth"
早起き,early rising
冬休み,winter vacation
持って行く,take
夕飯,"evening meal, supper"
酔っ払い,"drunkard, boozer"
例,"example, precedent"
イヤリング,earrings
横断歩道,"pedestrian crossing, crosswalk"
お辞儀,bow
お宅,"your home, you, fan, geek"
ガールフレンド,girlfriend
カセットテープ,cassette tape
かゆい,itchy
乾かす,dry
休校,temporary closure of school
ぐらぐら,wobble
航空便,airmail
ジャム,jam
スリッパ,slippers
大嫌い,hate
畳む,"fold, shut"
トランプ,"(a pack of) cards, (playing) cards"
万歳,Banzai! Hurrah! Long live...!
番地,"lot number, address"
日陰,the shade
美容院,beauty shop
文房具,"stationery, writing materials"
免許証,license
訳す,translate
よろしい,all right
ラッシュアワー,rush hour
両替,"money changing, exchange of money"
明日,tomorrow
送り仮名,kana suffix
片付く,"be put in order, be settled"
カップ,cup
消しゴム,eraser
主人,"master, husband"
スケート,"skate, skates"
たくさん,"in large quantity, plenty"
中,"inside, middle"
鍋,"pan, saucepan"
怠ける,"be lazy, neglect"
二階,"second floor, upstairs"
寝坊,"late riser, oversleeping"
鋏,"scissors, pincers, tongs"
畑,"field, vegetable garden"
ピクニック,picnic
真っ青,"deep-blue, pale (skin)"
汚す,"make dirty, soil"
酔っ払う,get drunk
忘れ物,"something left behind, lost item"
あちら,way over there
掛け算,multiplication
臭い,"ill-smelling, stinking"
自習,"self-study, self-teaching"
突き当たり,end of a street
どきどき,"feel excited, feel nervous"
無くす,"lose, get rid of"
納豆,natto (fermented soybeans)
二十歳,20 years old
東,"east, eastern"
まあまあ,"OK, not bad, average"
マフラー,"scarf, muffler"
桃,"peach, peach tree"
アクセサリー,"accessories, jewelry"
あくび,yawn
飴,"candy, sweets"
売り切れ,"sellout, sold out"
お巡りさん,policeman
からから,"thirsty, dry"
黄色,yellow
誘う,"invite, ask out"
速達,"special delivery, express mail"
歯,"tooth, cog"
引き算,subtraction
昼前,"in the morning, before noon"
ふらふら,weak
目覚まし時計,alarm clock
予習,"preparation, previewing (a lesson)"
こぼす,spill
ランチ,lunch
レシート,receipt
持って来る,bring
気を付ける,"take care of, pay attention to"
刺身,"sashimi, sliced raw meat"
洗面所,"washroom, bathroom"
足し算,addition
段々,"gradually, one after another"
チョーク,chalk
包む,"wrap, pack"
ティッシュ,tissue
止まる,"come to a stop, cease"
無くなる,"disappear, run short, get lost"
西,"west, western"
ノック,knock
歯ブラシ,toothbrush
暇,"free time, spare time"
豚,"pig, pork"
二人,two persons
褒める,"praise, commend"
本箱,bookcase
止む,"stop, abate"
よろしく,"properly, one's regards"
沸かす,"boil, excite"
明後日,day after tomorrow
幾ら,how much
絵葉書,picture postcard
暖める,"warm, warm up, heat up"
一昨日,day before yesterday
換える,"exchange, convert"
書留,registered mail
がらがら,empty
缶詰,"canned goods, cooping-up"
ぎらぎら,"dazzling, glaring, blinding"
九,nine
怪我,injury
寒さ,"coldness, cold"
祝日,"holiday, festival day"
すき焼き,sukiyaki
そっち,"there, thou"
葉書,postcard
掃く,"sweep, brush"
昼間,"daytime, day"
ピンポン,"table tennis, ping pong"
深さ,"depth, profundity"
不親切,"unkind, inattentive"
ぺこぺこ,"hungry, starving"
ぺらぺら,fluently
横書き,horizontal writing
レインコート,raincoat
アイス,"popsicle, ice lolly"
いつごろ,"about when, about what time"
ウィスキー,whisky
エアメール,airmail
字,"character, letter"
塩辛い,salty
七,seven
シャープペンシル,mechanical pencil
セロテープ,"cellophane tape, Scotch tape, Sellotape"
外側,"exterior, outside"
そば屋,soba restaurant
たばこ屋,"cigarette shop, tobacco store"
庭,"garden, court"
流行る,"be in fashion, be popular"
左側,left side
袋,"bag, sack"
風呂屋,"bathhouse, public bath"
骨,"bone, frame, spirit"
右側,right side
眼鏡,"glasses, judgment"
やけど,burn
汚れ,"dirt, filth"
割り算,division
アイスコーヒー,iced coffee
間,interval
顎,"jaw, chin"
朝御飯,breakfast
暖まる,get warm
あっち,"other side, there"
あんなに,"that, so"
行き,going
いたずら,"mischief, prank"
ウェートレス,waitress
お祝い,celebrate
お菓子,"sweets, snacks"
お釣り,change
大人しい,"gentle, quiet, subdued"
お祖母さん,grandmother
おばさん,aunt
お土産,souvenir
表,"front side, face, outside"
書き取る,"write down, note down"
泊める,"lodge, give shelter"
歌手,singer
風邪薬,remedy for a cold
方,person　（polite form)
形,"shape, form"
鞄,"bag, handbag, briefcase"
被る,"wear, put on"
雷,"thunder, lightning"
上がる,"get nervous, get stage fright"
空手,"karate, empty hand"
缶,"can, tin"
元旦,New Year's Day
着替える,change clothes
厳しい,"strict, severe, intense"
客,"visitor, customer"
金,"gold, sum of money, Friday"
くし,comb
雲,cloud
クリーニング,"cleaning, laundry"
景色,"scenery, landscape"
喧嘩,"fight, quarrel, argument"
答え,"answer, solution"
ごちそう,"feast, treat"
ごちそうする,treat
この頃,"now, these days, recently"
こぼれる,"spill, overflow"
壊れる,"break, break down, get out of order"
こんなに,"this, so, such"
ざあざあ,"heavily, pouring"
再来月,the month after next
再来週,the week after next
騒ぐ,"make a racket, mess around, make a fuss"
残念,"regretful, disappointing"
叱る,"scold, tell off, reprimand"
仕舞う,put away
氏名,name
ジャガイモ,potato
車道,"road, roadway"
丈夫,"healthy, stout"
醤油,soy sauce
白,white
心配,"anxiety, worry, good offices"
石鹸,soap
洗濯,"laundering, washing"
掃除機,vacuum cleaner
袖,sleeve
外,"outside, open air"
祖父,grandfather
ソファー,"sofa, sofa bed"
祖母,grandmother
空,"sky, weather"
剃る,shave
台,"stand, platform"
大事,importance
大切,"important, valuable"
倒す,"bring down, overthrow, defeat"
助ける,"help, save"
たばこ,"tobacco, cigarette"
誰か,someone
血,blood
茶わん,"tea cup, rice bowl"
昼食,lunch
長女,eldest daughter
朝食,breakfast
ちょうど,"just, as if"
ちょっと,"just a moment, just a little, easily"
つく,"be on, switched on"
机,"desk, table"
勤める,"serve, hold a job"
爪,"nail, claw"
寺,buddhist temple
てんぷら,"tempura, Japanese deep-fried breaded food"
年上,"older, senior"
鳥,"bird, poultry"
とんとん,tapping
長袖,clothes with long sleeves
茄子,eggplant
何,"what, which"
兄さん,older brother
賑やか,"lively, exciting"
肉,"flesh, meat"
鶏,"chicken, hen"
人気,"popularity, temperament of the people, business conditions"
人間,"human being, people"
にんじん,carrot
ぬるい,"tepid, lukewarm"
濡れる,get wet
姉さん,"older sister, girl, miss"
眠い,sleepy
眠る,sleep
上り,"going up, ascent"
パーセント,percent
灰,ashes
灰色,"ash color, gray"
拍手,"applause, clapping"
橋,bridge
初め,beginning
柱,"pillar, prop"
旗,"flag, banner"
貼る,"stick, paste"
半袖,short-sleeved shirt
半月,half a month
半日,half a day
火,fire
弾く,play on
ひざ,knee
ひじ,elbow
人々,people
ひも,"laces, string, rope"
表,"table, list"
昼過ぎ,early afternoon
瓶,"bottle, flask"
拭く,"wipe, dry"
復習,review
豚肉,"pork, hog meat"
船便,"surface mail, shipping service"
船,"ship, boat, vessel"
降る,"fall, come down"
風呂,bath
平成,Heisei era
下手,not good at
返事,"answer, reply"
便所,"lavatory, bathroom"
星,"star, planet, spot"
本当,"truth, reality"
毎月,every month
まく,"scatter, plant"
枕,pillow
孫,grandchild
又,"again, also, or"
町,"town, machi, city quarter"
丸,"circle or sphere, wholeness"
港,"port, harbor"
南,south
紫,purple
姪,niece
木綿,cotton
やかん,kettle
焼く,"burn, bake, be envious"
痩せる,"lose weight, become thin"
山,mountain
湯,"hot water, hot bath, bathhouse"
夕食,supper
昨夜,"last night, last evening"
行き,going
指,"finger, toe"
緩い,"slack, loose"
良い,"good, suitable, preferable"
ようこそ,welcome
汚れる,"become dirty, become defiled"
四つ角,"street corner, intersection"
夜中,"midnight, dead of night"
両親,parents
零,"zero, naught"
曲がり角,corner
ウェーター,waiter
お医者さん,doctor
細か,"minute, elaborate"
絶対に,"absolutely, unconditionally"
そんなに,"that, so"
連れて行く,take (a person) along
連れて来る,bring (a person)
似ている,"look like, resemble"
音,"sound, speech sound, Chinese pronunciation of a character"
始めに,"in the beginning, early in"
一人で,by oneself
不動産屋,"real estate agent, realtor"
郵便屋さん,mailman
可,"permitted, OK"